baseline_trace_sha256,binary_sha256,candidate_trace_sha256,command,configuration,git_dirty,git_revision,invocation,layer,max_abs,mode,records,rmse,site,threads,top1_changes,top1_rows,values
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,0.311530947685,traces,57,0.0797619803661,v,1,9,57,10944
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,0.1955909729,traces,513,0.00938002820465,softmax.exp,1,10,504,14877
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,0.0674199461937,traces,513,0.0206497995153,softmax.reciprocal,1,0,0,513
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,0.0674199461937,traces,513,0.00331764564001,attention.probabilities,1,10,513,29241
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,0.291520282626,traces,57,0.0753204996174,attention,1,2,57,32832
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,2.841381073,traces,57,0.343771676293,model.layers.29.self_attn.o_proj.weight,1,0,57,32832
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,48.2724609375,traces,57,1.18052510609,attn_residual,1,0,57,32832
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,0.136297225952,traces,57,0.0104456633591,ffn_norm,1,0,57,32832
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,0.449768424034,traces,57,0.0491127434241,model.layers.29.mlp.gate_proj.weight,1,4,57,87552
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,0.522621154785,traces,57,0.0601334432329,model.layers.29.mlp.up_proj.weight,1,0,57,87552
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,2003.74707031,traces,57,12.4641669477,silu.exp,1,2,57,87552
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,0.091626226902,traces,57,0.00962248911117,silu.reciprocal,1,2,57,87552
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,0.447388887405,traces,57,0.0309650362585,gate_silu,1,4,57,87552
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,138.443115234,traces,57,1.50453843988,model.layers.29.mlp.down_proj.weight,1,4,57,32832
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",29,90.1706542969,traces,57,1.75608402783,ffn_residual,1,0,57,32832
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",-1,0.0124513916671,traces,57,0.00165770770879,rms.rsqrt,1,0,0,57
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",-1,4.28602409363,traces,57,0.116213351285,final_norm,1,5,57,32832
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",-1,9.95070075989,traces,57,0.546200801628,model.embed_tokens.weight,1,9,57,2801664
d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,fa8529960b8e0f8902f470da032b3f31102ce010c90b0ebcdabea6afee1aa2e1,replay,w8a8_kv8,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""traces"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--other"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/w8a8_kv8.smtrace""]",-1,9.95070075989,traces,57,0.546200801628,logits,1,9,57,2801664
